age,income,loan_amount,loan_term,credit_score,employment_type,marital_status,property_area,existing_loans,loan_purpose,fraud
28,55192,677685,60,667,Unemployed,Married,Semiurban,3,Education,0
22,85988,257179,240,848,Salaried,Single,Rural,0,Vehicle,0
60,60455,1105186,60,735,Salaried,Single,Urban,4,Home,1
26,131042,993803,180,461,Salaried,Single,Urban,2,Personal,0
27,107755,769904,84,531,Business,Single,Urban,5,Education,1
24,50687,135358,180,635,Unemployed,Married,Rural,4,Vehicle,1
40,35008,877808,120,752,Self-employed,Married,Urban,3,Business,0
27,53876,626593,120,672,Salaried,Single,Semiurban,0,Personal,0
34,24984,965227,180,567,Salaried,Married,Urban,0,Vehicle,1
54,29173,1241632,36,714,Salaried,Married,Urban,1,Personal,1
27,107841,227511,120,493,Salaried,Single,Urban,0,Business,0
35,105068,267158,36,597,Salaried,Married,Urban,1,Vehicle,0
33,24498,136552,180,672,Salaried,Married,Urban,5,Vehicle,0
34,49587,1277043,36,620,Salaried,Single,Semiurban,1,Vehicle,0
48,121186,1016054,60,490,Salaried,Single,Semiurban,1,Vehicle,1
24,87731,945119,120,667,Salaried,Married,Semiurban,0,Home,0
24,135160,1334203,120,791,Salaried,Married,Urban,5,Education,0
55,162712,242490,240,738,Business,Married,Semiurban,2,Business,0
25,101012,460963,36,580,Self-employed,Single,Rural,2,Personal,0
46,176887,1209787,120,777,Salaried,Single,Urban,4,Vehicle,0
47,118197,1364555,180,833,Salaried,Married,Rural,0,Business,0
39,30872,1117163,120,742,Salaried,Single,Rural,2,Vehicle,1
53,172920,1348059,84,748,Self-employed,Single,Rural,3,Home,0
37,61291,1003425,240,521,Salaried,Married,Urban,3,Personal,1
27,41336,961388,36,531,Self-employed,Single,Semiurban,5,Education,1
55,39938,593272,84,800,Self-employed,Married,Rural,0,Home,0
22,158902,1156229,240,750,Unemployed,Single,Rural,0,Personal,0
37,97721,1222194,60,532,Business,Married,Rural,2,Personal,0
35,167707,1023488,180,641,Salaried,Single,Semiurban,0,Home,0
23,127782,1094695,84,692,Self-employed,Single,Rural,3,Personal,0
59,123704,291897,240,792,Salaried,Single,Semiurban,3,Personal,0
31,175260,988090,180,708,Salaried,Married,Semiurban,5,Vehicle,0
24,88027,190460,180,631,Salaried,Single,Urban,0,Personal,0
43,129974,192319,120,732,Self-employed,Single,Urban,5,Personal,0
42,116929,842481,36,848,Unemployed,Married,Urban,5,Home,0
39,177861,889188,120,729,Salaried,Married,Rural,3,Home,0
53,99892,418115,36,677,Salaried,Married,Urban,1,Business,0
43,170042,609939,240,658,Salaried,Single,Urban,4,Business,0
46,157645,1152369,60,764,Salaried,Married,Urban,2,Vehicle,0
54,134699,1362364,180,484,Salaried,Single,Urban,0,Business,0
28,171746,620691,84,788,Business,Single,Rural,1,Vehicle,0
34,142547,954867,36,624,Salaried,Single,Urban,2,Education,0
27,123017,797199,240,461,Unemployed,Married,Rural,2,Education,0
60,43522,999505,84,782,Salaried,Single,Semiurban,2,Home,0
47,123398,232497,120,836,Self-employed,Single,Semiurban,1,Education,0
57,161293,1422226,36,729,Salaried,Single,Rural,3,Personal,0
38,38871,1028725,84,661,Salaried,Single,Semiurban,2,Personal,0
46,116705,655800,180,666,Self-employed,Single,Semiurban,4,Vehicle,0
56,133434,753505,180,645,Self-employed,Single,Urban,4,Education,0
24,47005,360291,180,519,Self-employed,Single,Urban,5,Vehicle,0
45,29662,836647,36,486,Salaried,Married,Semiurban,0,Business,1
55,163552,928135,60,665,Salaried,Married,Rural,5,Business,0
58,86132,787139,84,756,Salaried,Married,Urban,0,Personal,0
57,96940,384975,84,721,Unemployed,Married,Urban,2,Vehicle,0
38,163949,1386373,120,670,Salaried,Single,Urban,3,Education,0
40,100509,988334,84,700,Business,Married,Semiurban,0,Personal,0
40,101606,562909,60,850,Salaried,Single,Urban,1,Education,0
46,117945,374320,240,544,Business,Married,Semiurban,0,Home,0
42,176243,1375572,84,567,Unemployed,Single,Semiurban,5,Vehicle,1
32,49041,466808,60,600,Salaried,Married,Urban,3,Vehicle,1
29,100838,1386126,36,649,Salaried,Single,Urban,5,Home,0
53,83850,1218639,180,777,Salaried,Single,Urban,4,Home,0
58,153337,930641,120,814,Salaried,Single,Urban,0,Business,0
43,134415,128563,84,678,Salaried,Married,Semiurban,1,Vehicle,0
28,61155,212137,60,720,Salaried,Married,Urban,3,Education,0
45,157536,200859,120,733,Salaried,Single,Urban,2,Personal,0
29,50350,1269145,240,834,Salaried,Married,Rural,2,Education,0
48,84706,740686,240,638,Salaried,Married,Urban,1,Business,0
25,47203,393483,60,528,Unemployed,Married,Urban,4,Personal,1
52,40247,1045291,120,846,Salaried,Single,Urban,2,Business,0
22,68234,1264105,180,644,Self-employed,Single,Rural,2,Home,0
24,35634,1372427,120,576,Business,Married,Urban,5,Business,1
59,78173,781573,240,729,Salaried,Single,Urban,1,Education,0
40,21097,175002,240,774,Self-employed,Single,Semiurban,3,Vehicle,0
25,129407,824231,60,592,Salaried,Married,Urban,3,Home,0
55,112799,238322,120,758,Self-employed,Married,Semiurban,4,Home,1
41,81156,1449830,180,513,Salaried,Married,Rural,4,Education,0
57,169854,992516,180,720,Salaried,Single,Rural,5,Personal,0
41,144154,1313779,240,518,Business,Single,Urban,3,Business,1
35,27549,287782,240,756,Salaried,Married,Semiurban,1,Education,0
34,163947,1460417,60,753,Salaried,Single,Urban,0,Business,0
56,149063,163089,120,530,Unemployed,Single,Rural,4,Personal,0
34,61983,405566,36,472,Business,Single,Urban,1,Home,1
54,119171,1067435,120,644,Salaried,Single,Semiurban,5,Personal,0
56,144051,909991,36,455,Salaried,Married,Urban,3,Home,1
36,162974,706838,84,782,Salaried,Single,Semiurban,0,Vehicle,0
56,54242,508918,84,608,Salaried,Married,Rural,0,Home,1
22,137811,947831,60,451,Salaried,Married,Rural,5,Personal,1
25,104876,140989,240,473,Salaried,Married,Urban,0,Home,1
46,115247,727238,36,812,Salaried,Single,Rural,0,Vehicle,0
27,122549,1387899,180,587,Business,Married,Urban,4,Home,1
56,69025,1001558,120,730,Salaried,Single,Urban,5,Personal,0
46,59761,914563,180,685,Business,Single,Semiurban,4,Personal,0
28,141857,1209684,240,788,Self-employed,Single,Urban,2,Personal,0
44,136891,262601,180,682,Business,Single,Semiurban,1,Business,1
26,52786,1005157,240,841,Unemployed,Married,Rural,5,Personal,1
32,117651,130812,84,490,Self-employed,Single,Semiurban,4,Education,0
50,112688,803834,180,610,Unemployed,Single,Urban,3,Education,1
29,145999,722430,120,758,Salaried,Single,Urban,5,Personal,0
26,177528,1341976,120,520,Salaried,Single,Urban,4,Vehicle,1
58,37516,1042206,36,812,Business,Married,Semiurban,2,Education,0
27,163110,826896,240,600,Salaried,Single,Urban,4,Business,1
57,55102,364930,84,704,Business,Single,Rural,0,Home,0
35,107698,959850,84,477,Salaried,Single,Rural,2,Vehicle,0
53,60717,1274384,180,617,Business,Married,Urban,0,Vehicle,0
54,65911,437469,240,584,Self-employed,Single,Urban,3,Home,1
55,115816,113100,120,483,Salaried,Married,Rural,5,Home,1
57,115465,102151,180,541,Business,Single,Rural,5,Home,1
48,39199,191476,240,635,Salaried,Married,Urban,4,Business,0
23,139208,248646,120,753,Salaried,Single,Urban,3,Education,0
26,150167,1303770,84,737,Self-employed,Married,Urban,5,Business,0
54,140768,966552,180,734,Self-employed,Married,Urban,4,Education,0
51,48295,967003,240,495,Unemployed,Single,Rural,1,Education,1
26,73893,248317,36,582,Salaried,Single,Urban,4,Personal,1
32,36014,1082037,84,559,Unemployed,Married,Urban,4,Business,1
30,128277,1211364,36,657,Business,Married,Urban,3,Vehicle,0
56,75417,627163,84,727,Salaried,Married,Rural,2,Business,0
40,124402,389196,180,474,Salaried,Single,Urban,3,Education,0
49,105965,839118,36,636,Unemployed,Single,Urban,1,Home,0
55,105374,780635,36,471,Salaried,Married,Semiurban,5,Personal,1
35,44143,274765,36,686,Business,Married,Urban,5,Home,0
39,134702,915928,36,801,Self-employed,Single,Semiurban,3,Personal,0
35,100608,662140,240,492,Self-employed,Single,Rural,5,Business,1
41,166344,849405,36,455,Salaried,Married,Semiurban,5,Home,1
28,106410,550046,240,543,Unemployed,Married,Rural,5,Personal,1
60,107072,167089,120,594,Salaried,Married,Urban,3,Business,0
56,30980,842109,240,830,Self-employed,Married,Semiurban,1,Home,1
46,93457,1404513,60,605,Business,Single,Urban,4,Home,1
43,51044,165919,60,669,Salaried,Married,Urban,4,Education,0
27,76033,1471414,84,765,Self-employed,Single,Rural,2,Education,0
36,115989,1289257,84,525,Salaried,Married,Urban,0,Vehicle,0
57,169416,127364,240,459,Salaried,Married,Rural,4,Home,1
45,133142,1101391,84,472,Business,Single,Rural,4,Education,0
34,68815,1295955,84,607,Self-employed,Married,Rural,0,Home,1
50,116822,429620,84,617,Salaried,Single,Semiurban,0,Home,0
45,100078,634991,60,650,Salaried,Single,Urban,2,Business,0
32,168125,413422,60,563,Salaried,Single,Urban,5,Home,0
47,30162,846941,60,452,Self-employed,Married,Semiurban,1,Home,1
28,41169,905361,120,677,Salaried,Single,Semiurban,0,Education,0
42,137678,800622,180,734,Business,Married,Urban,4,Business,0
58,173607,988139,84,535,Salaried,Single,Rural,1,Vehicle,0
32,20220,396674,120,639,Salaried,Single,Urban,3,Vehicle,0
49,48024,290492,84,532,Salaried,Single,Urban,3,Business,1
59,62804,241610,84,718,Business,Married,Semiurban,5,Education,0
48,45896,335016,180,673,Salaried,Married,Urban,4,Home,0
41,167153,1072554,240,690,Salaried,Single,Urban,4,Home,0
42,79953,1104011,180,841,Business,Single,Urban,3,Personal,0
53,170537,1105777,60,710,Salaried,Married,Rural,5,Home,0
29,62072,1099863,60,450,Salaried,Single,Semiurban,4,Business,1
35,53460,1489332,60,480,Salaried,Married,Urban,2,Business,0
54,46758,238493,120,634,Self-employed,Single,Semiurban,5,Business,0
21,51444,175740,240,556,Unemployed,Married,Rural,5,Business,1
29,52231,1020454,120,633,Business,Single,Semiurban,0,Business,0
33,28860,373977,180,497,Salaried,Single,Urban,3,Business,1
24,108291,1347534,60,675,Salaried,Married,Urban,4,Home,0
35,52608,248976,240,461,Self-employed,Single,Urban,5,Home,0
59,28715,433701,180,833,Unemployed,Single,Urban,0,Education,1
55,90327,240259,180,648,Salaried,Single,Semiurban,1,Home,0
21,149357,217182,84,657,Self-employed,Married,Rural,3,Vehicle,0
23,118444,590456,240,651,Unemployed,Single,Semiurban,3,Education,1
40,170361,701756,84,603,Self-employed,Married,Rural,3,Business,0
33,76908,1290244,120,626,Salaried,Married,Urban,1,Business,0
45,53308,1009828,36,495,Salaried,Single,Urban,3,Business,0
56,102033,659006,240,527,Salaried,Single,Semiurban,3,Personal,0
60,124840,409369,240,572,Self-employed,Single,Semiurban,4,Vehicle,1
33,164723,810589,60,518,Self-employed,Married,Rural,1,Education,0
44,157363,594613,60,575,Salaried,Single,Rural,0,Business,0
44,156674,1147544,120,464,Salaried,Married,Urban,3,Vehicle,0
38,148909,793790,120,655,Self-employed,Married,Semiurban,5,Education,0
44,80895,1015587,84,738,Salaried,Married,Urban,5,Personal,0
45,34667,1003679,60,593,Salaried,Single,Urban,2,Home,1
21,168126,796339,180,606,Salaried,Married,Urban,3,Personal,1
44,168920,899616,120,604,Business,Single,Urban,1,Home,0
38,53837,602472,84,847,Self-employed,Single,Urban,3,Home,0
39,31799,655266,240,728,Self-employed,Single,Semiurban,1,Vehicle,0
41,98988,547723,240,478,Salaried,Married,Urban,3,Business,1
22,25861,1220210,240,801,Self-employed,Married,Rural,2,Business,1
28,38814,872507,240,731,Salaried,Married,Urban,1,Education,0
38,64194,1007952,180,685,Salaried,Married,Urban,3,Business,0
22,156683,961766,84,829,Business,Single,Rural,3,Vehicle,0
48,122937,779296,120,546,Salaried,Single,Urban,0,Home,0
43,57977,1021338,180,482,Salaried,Married,Urban,4,Home,1
30,144837,473673,240,515,Salaried,Single,Urban,5,Business,1
22,176391,731502,60,743,Self-employed,Single,Semiurban,1,Vehicle,0
26,147597,444936,36,551,Salaried,Married,Semiurban,2,Business,0
46,64140,156180,180,780,Salaried,Married,Semiurban,2,Business,0
60,110339,1482597,240,559,Unemployed,Single,Urban,5,Vehicle,1
60,67834,1195158,180,761,Salaried,Married,Urban,3,Business,0
35,128946,995109,36,709,Salaried,Single,Urban,0,Home,0
50,29943,1172589,60,649,Self-employed,Single,Semiurban,1,Business,1
27,21711,1130524,36,529,Salaried,Married,Semiurban,4,Business,0
32,41498,1133885,240,772,Salaried,Married,Semiurban,2,Vehicle,0
41,134029,650828,60,524,Salaried,Single,Rural,1,Business,0
53,22426,1431147,36,836,Self-employed,Married,Rural,2,Personal,0
57,58444,1494614,240,773,Business,Single,Semiurban,2,Vehicle,0
32,179987,807859,60,640,Self-employed,Married,Urban,5,Vehicle,0
36,35476,1458439,36,722,Salaried,Married,Semiurban,3,Education,1
36,19654,1118307,240,611,Salaried,Married,Semiurban,5,Personal,1
21,36805,560852,120,539,Salaried,Single,Semiurban,2,Vehicle,1
51,113780,909744,36,610,Self-employed,Married,Urban,2,Education,0
32,35640,872354,36,669,Unemployed,Married,Urban,4,Education,1
38,22432,1294486,240,496,Self-employed,Married,Semiurban,1,Personal,1
56,148194,850261,60,480,Salaried,Single,Rural,0,Education,0
31,21908,249150,180,783,Salaried,Single,Semiurban,0,Business,0
33,167834,610972,240,670,Unemployed,Married,Urban,4,Vehicle,1
57,155158,1095238,60,487,Salaried,Married,Rural,1,Home,0
32,52564,1018236,240,649,Self-employed,Single,Urban,2,Personal,0
55,142558,1460523,180,665,Salaried,Single,Rural,5,Personal,0
40,71219,341776,180,496,Self-employed,Married,Urban,1,Home,0
58,105784,481029,60,513,Salaried,Single,Urban,0,Education,0
43,145477,893008,84,594,Self-employed,Married,Semiurban,2,Vehicle,1
24,18312,394189,120,737,Salaried,Married,Urban,5,Vehicle,1
40,168050,1039159,180,680,Unemployed,Single,Urban,1,Vehicle,0
48,26853,638824,84,466,Salaried,Single,Urban,5,Business,1
23,172366,909754,84,739,Salaried,Single,Rural,3,Home,0
57,111872,388050,180,806,Salaried,Married,Urban,5,Education,0
21,64988,871766,84,506,Salaried,Single,Urban,5,Business,1
36,38542,758534,180,598,Unemployed,Married,Semiurban,2,Education,1
48,83015,726077,84,835,Salaried,Married,Semiurban,2,Education,0
40,178428,354410,120,741,Unemployed,Single,Semiurban,1,Education,0
49,92734,574826,180,588,Business,Married,Urban,5,Personal,1
35,30515,1344284,84,706,Salaried,Married,Semiurban,1,Personal,0
54,170734,665410,36,577,Salaried,Single,Rural,4,Vehicle,1
32,48184,1103984,36,695,Salaried,Married,Urban,5,Vehicle,1
51,171512,376638,60,469,Salaried,Single,Urban,4,Vehicle,0
25,56897,1381230,60,740,Salaried,Single,Urban,5,Education,1
28,71487,1067774,84,651,Business,Married,Urban,4,Education,0
51,18607,1264710,120,490,Unemployed,Single,Rural,2,Education,1
33,85993,786305,120,648,Salaried,Single,Urban,4,Personal,0
34,95758,484968,60,658,Salaried,Single,Urban,1,Business,0
39,66001,656003,120,556,Self-employed,Single,Urban,5,Vehicle,0
46,159629,158763,36,732,Business,Married,Semiurban,1,Personal,0
45,170716,205115,60,784,Salaried,Married,Urban,2,Home,0
33,27840,733545,60,613,Salaried,Single,Semiurban,2,Home,1
56,177777,687896,120,650,Salaried,Married,Semiurban,5,Business,0
29,154397,421531,180,569,Salaried,Single,Urban,3,Personal,0
21,78220,146067,60,551,Salaried,Married,Urban,5,Home,0
50,113735,122452,120,668,Salaried,Married,Semiurban,2,Education,0
24,63497,682995,240,639,Salaried,Single,Rural,1,Business,0
56,85715,1122647,60,570,Salaried,Married,Semiurban,1,Home,0
39,138180,242818,180,829,Business,Single,Urban,5,Business,0
29,94722,209301,84,479,Salaried,Married,Rural,2,Personal,0
27,142855,1446776,240,803,Salaried,Married,Urban,4,Personal,0
32,87129,204954,120,634,Self-employed,Single,Semiurban,3,Business,0
51,56885,811937,180,482,Salaried,Married,Semiurban,4,Education,1
55,91858,634191,180,821,Self-employed,Single,Urban,5,Business,0
25,66839,309148,60,493,Salaried,Single,Urban,3,Personal,1
43,162912,972265,240,764,Salaried,Single,Urban,0,Vehicle,0
23,77122,1354651,60,630,Salaried,Married,Semiurban,1,Personal,0
28,147496,313959,60,539,Salaried,Married,Rural,5,Education,1
56,137119,481236,60,460,Salaried,Married,Urban,0,Vehicle,0
41,86333,1339632,240,645,Business,Single,Rural,5,Home,0
33,93994,717459,84,676,Business,Single,Urban,4,Vehicle,0
58,104663,124628,84,687,Salaried,Single,Urban,2,Personal,0
53,109582,249676,180,842,Business,Single,Semiurban,3,Vehicle,0
32,122139,995774,240,786,Salaried,Married,Urban,2,Business,0
52,142299,768795,60,531,Unemployed,Single,Urban,0,Vehicle,1
26,55161,1367909,60,464,Self-employed,Single,Urban,2,Home,1
47,75243,188167,60,752,Salaried,Married,Urban,1,Vehicle,0
30,125113,461466,180,820,Salaried,Single,Urban,3,Home,0
37,152839,156765,240,792,Self-employed,Single,Urban,5,Home,0
55,28603,191455,84,743,Salaried,Single,Semiurban,1,Home,0
26,64341,418431,36,538,Business,Married,Semiurban,4,Home,0
48,160459,974840,180,705,Unemployed,Married,Rural,0,Personal,0
41,86719,1266586,180,479,Salaried,Married,Semiurban,5,Home,1
45,64572,1295412,180,704,Salaried,Married,Urban,2,Personal,0
45,123310,690912,120,833,Salaried,Single,Semiurban,5,Business,0
32,47305,1380342,60,816,Unemployed,Single,Urban,1,Business,1
25,29920,696266,60,763,Salaried,Single,Semiurban,0,Education,0
57,47338,288843,120,764,Salaried,Married,Semiurban,4,Personal,0
54,43306,1466688,60,713,Self-employed,Single,Semiurban,0,Home,0
48,128689,959457,36,827,Self-employed,Single,Semiurban,0,Home,0
33,60282,1230871,84,549,Salaried,Single,Rural,0,Education,0
32,88818,612275,180,570,Salaried,Single,Rural,4,Business,0
60,62804,1484088,180,842,Self-employed,Single,Urban,4,Vehicle,1
50,132333,611842,60,540,Business,Single,Rural,4,Personal,0
34,74227,1114292,120,832,Salaried,Married,Semiurban,5,Personal,0
46,64408,933931,120,503,Salaried,Married,Rural,0,Home,0
33,58646,1492139,180,530,Salaried,Single,Semiurban,1,Home,0
35,109574,491821,120,827,Self-employed,Single,Semiurban,2,Home,0
51,147239,908751,36,783,Salaried,Married,Rural,1,Home,0
55,155008,310661,240,586,Salaried,Single,Semiurban,3,Personal,1
47,48612,1066041,180,805,Salaried,Married,Semiurban,4,Business,0
52,64712,134888,240,824,Salaried,Married,Urban,5,Vehicle,0
31,178336,842186,180,498,Salaried,Married,Urban,4,Personal,0
31,108027,783986,60,758,Salaried,Married,Semiurban,0,Vehicle,0
29,169868,1374711,36,677,Salaried,Married,Urban,4,Vehicle,0
40,34496,1018285,180,766,Salaried,Single,Semiurban,4,Personal,1
52,84823,1272622,84,801,Self-employed,Married,Urban,0,Personal,0
59,150138,733903,36,660,Salaried,Married,Rural,4,Education,0
58,158623,1218239,36,644,Salaried,Single,Urban,2,Home,0
31,152943,927323,36,617,Unemployed,Single,Rural,0,Business,1
50,28245,931956,120,598,Self-employed,Single,Urban,4,Business,1
37,111996,1190694,36,844,Salaried,Single,Rural,0,Education,0
55,162458,596943,180,754,Self-employed,Married,Rural,5,Home,0
47,80013,130553,60,678,Business,Single,Urban,1,Home,0
45,123721,313537,180,848,Self-employed,Single,Urban,2,Vehicle,0
56,86435,1285589,60,674,Unemployed,Married,Urban,4,Home,0
22,49015,1213209,120,532,Salaried,Single,Urban,5,Business,1
28,30479,584287,84,601,Salaried,Married,Urban,4,Home,1
38,107900,984871,180,655,Business,Married,Urban,0,Vehicle,0
